"","keyid","year","language","country","n"
"8621","keskkonnaleht",2017,"Estonian","Estonia",1
"8622","keskkonnaleht",2018,"Estonian","Estonia",1
"8623","keskkonnaleht",2019,"Estonian","Estonia",1
"8624","keskkonnaleht",2020,"Estonian","Estonia",1
"8625","keskkonnaleht",2021,"Estonian","Estonia",1
"8626","kesklinnasonumid",2022,"Estonian","Estonia",1
"8627","kesklinnasonumidrus",2022,"Russian","Estonia",1
"8628","kihelkondlane",2017,"Estonian","Estonia",1
"8629","kihnuleht",2022,"Estonian","Estonia",1
"8630","kiil",1931,"Estonian","Estonia",1
"8631","kiirpost",1934,"Estonian","Estonia",1
"8632","kikiteataja",2017,"Estonian","Estonia",1
"8633","kinobussiteataja",2005,"Estonian","Estonia",1
"8634","kinobussiteataja",2006,"Estonian","Estonia",1
"8635","kinobussiteataja",2007,"Estonian","Estonia",1
"8636","kinobussiteataja",2008,"Estonian","Estonia",1
"8637","kirevkarlova",2017,"Estonian","Estonia",1
"8638","kirevkarlova",2018,"Estonian","Estonia",1
"8639","kirevkarlova",2019,"Estonian","Estonia",1
"8640","kirjandussonumeteli",1906,"Estonian","Estonia",1
"8641","kodujamaa",1906,"Estonian","Estonia",1
"8642","kodumaahaal",1906,"Estonian","Estonia",1
"8643","kodumaalisa",1905,"Estonian","Estonia",1
"8644","kodusedhaaled",2022,"Estonian","Estonia",1
"8645","koduvaldleisi",2022,"Estonian","Estonia",1
"8646","koerukolme",2016,"Estonian","Estonia",1
"8647","kohilanoorte",2015,"Estonian","Estonia",1
"8648","kohilanoorte",2017,"Estonian","Estonia",1
"8649","koittln",1934,"Estonian","Estonia",1
"8650","kolgajaani",2017,"Estonian","Estonia",1
"8651","konsvabasona",2022,"Estonian","Estonia",1
"8652","koolibri",2020,"Estonian","Estonia",1
"8653","kooljakodu",2017,"Estonian","Estonia",1
"8654","kooljakodu",2018,"Estonian","Estonia",1
"8655","koosjouame",2016,"Estonian","Estonia",1
"8656","kopu",2008,"Estonian","Estonia",1
"8657","kopu",2017,"Estonian","Estonia",1
"8658","kraater",2019,"Estonian","Estonia",1
"8659","krihvel",2020,"Estonian","Estonia",1
"8660","kristlikrahvale",1910,"Estonian","Estonia",1
"8661","kristlikrahvale",1911,"Estonian","Estonia",1
"8662","kuidasjoomise",1892,"Estonian","Estonia",1
"8663","kulajutud",2009,"Estonian","Estonia",1
"8664","kullaleht",2018,"Estonian","Estonia",1
"8665","kurjersinemato",1913,"Russian","Estonia",1
"8666","kuulutajaaed",2014,"Estonian","Estonia",1
"8667","kuulutajaaed",2016,"Estonian","Estonia",1
"8668","kuulutusle",1926,"Estonian","Estonia",1
"8669","kuulutusle",1927,"Estonian","Estonia",1
"8670","kylwaja",1916,"Estonian","Estonia",1
"8671","laaneharjuvalla",2017,"Estonian","Estonia",1
"8672","laanemaa",1930,"Estonian","Estonia",1
"8673","laanemalevlane",2014,"Estonian","Estonia",1
"8674","laanemalevlane",2015,"Estonian","Estonia",1
"8675","laanemalevlane",2016,"Estonian","Estonia",1
"8676","laanemalevlane",2017,"Estonian","Estonia",1
"8677","laanemalevlane",2018,"Estonian","Estonia",1
"8678","laanemalevlane",2019,"Estonian","Estonia",1
"8679","laanenigulavalla",2017,"Estonian","Estonia",1
"8680","laaneranna",2017,"Estonian","Estonia",1
"8681","laanlane",1912,"Estonian","Estonia",1
"8682","laanlane",1916,"Estonian","Estonia",1
"8683","laimjalasonumid",2019,"Estonian","Estonia",1
"8684","lastelepostimeheli",1900,"Estonian","Estonia",1
"8685","lasteroom",1907,"Estonian","Estonia",1
"8686","laulupeormtk",2019,"Estonian","Estonia",1
"8687","leautoleht",2015,"Estonian","Estonia",1
"8688","leavasta",2017,"Estonian","Estonia",1
"8689","leavasta",2019,"Estonian","Estonia",1
"8690","leehitusleht",2016,"Estonian","Estonia",1
"8691","leehitusleht",2017,"Estonian","Estonia",1
"8692","leehitusleht",2019,"Estonian","Estonia",1
"8693","leek",1908,"Estonian","Estonia",1
"8694","leekperekle",1908,"Estonian","Estonia",1
"8695","leelektrileht",2014,"Estonian","Estonia",1
"8696","leenergialeht",2016,"Estonian","Estonia",1
"8697","lejoululeht",2016,"Estonian","Estonia",1
"8698","lejoululeht",2018,"Estonian","Estonia",1
"8699","lejoululeht",2019,"Estonian","Estonia",1
"8700","lekevadleht",2015,"Estonian","Estonia",1
"8701","lemaff",2014,"Estonian","Estonia",1
"8702","lemaff",2015,"Estonian","Estonia",1
"8703","lemaff",2016,"Estonian","Estonia",1
"8704","lemaff",2017,"Estonian","Estonia",1
"8705","lemaff",2019,"Estonian","Estonia",1
"8706","lepereleht",2015,"Estonian","Estonia",1
"8707","lepiiskopileht",2015,"Estonian","Estonia",1
"8708","leretseptileht",2015,"Estonian","Estonia",1
"8709","lesinuaeg",2015,"Estonian","Estonia",1
"8710","lesobraleht",2015,"Estonian","Estonia",1
"8711","lesobraleht",2016,"Estonian","Estonia",1
"8712","lesobraleht",2017,"Estonian","Estonia",1
"8713","lesugisleht",2015,"Estonian","Estonia",1
"8714","lesugisleht",2018,"Estonian","Estonia",1
"8715","lesugisleht",2019,"Estonian","Estonia",1
"8716","letalveleht",2016,"Estonian","Estonia",1
"8717","letalveleht",2019,"Estonian","Estonia",1
"8718","letehnikaleht",2015,"Estonian","Estonia",1
"8719","levalgedaami",2015,"Estonian","Estonia",1
"8720","leveinileht",2016,"Estonian","Estonia",1
"8721","lihavottekunst",1933,"Estonian","Estonia",1
"8722","lihulateataja",2009,"Estonian","Estonia",1
"8723","lindaestpere",1893,"Estonian","Estonia",1
"8724","lobusajawiide",1906,"Estonian","Estonia",1
"8725","loksaelu",2022,"Estonian","Estonia",1
"8726","loksaelurus",2022,"Russian","Estonia",1
"8727","lounaeestlane",2019,"Estonian","Estonia",1
"8728","lumandateataja",2022,"Estonian","Estonia",1
"8729","maameesvabamaali",1929,"Estonian","Estonia",1
"8730","maarahvaelu",1931,"Estonian","Estonia",1
"8731","maarahvahaal",1927,"Estonian","Estonia",1
"8732","maardupanoraam",2022,"Estonian","Estonia",1
"8733","maarjamaa",1964,"Estonian","Estonia",1
"8734","maarjamaa",1969,"Estonian","Estonia",1
"8735","maarjamaa",1970,"Estonian","Estonia",1
"8736","maarjamaa",1975,"Estonian","Estonia",1
"8737","maarjamaa",1976,"Estonian","Estonia",1
"8738","maarjamaa",2008,"Estonian","Estonia",1
"8739","maasonumeteteineva",1906,"Estonian","Estonia",1
"8740","maawalla",1863,"Estonian","Estonia",1
"8741","maawalla",1869,"Estonian","Estonia",1
"8742","maawalla",1870,"Estonian","Estonia",1
"8743","maawalla",1873,"Estonian","Estonia",1
"8744","mahetoidu",2018,"Estonian","Estonia",1
"8745","malestustealutaguse",2010,"Estonian","Estonia",1
"8746","malestustealutaguse",2011,"Estonian","Estonia",1
"8747","malestustealutaguse",2012,"Estonian","Estonia",1
"8748","malestustealutaguse",2016,"Estonian","Estonia",1
"8749","malestustealutaguse",2017,"Estonian","Estonia",1
"8750","malestustealutaguse",2018,"Estonian","Estonia",1
"8751","malevlanetar",1935,"Estonian","Estonia",1
"8752","malevlanetar",1936,"Estonian","Estonia",1
"8753","meeksivalla",2017,"Estonian","Estonia",1
"8754","meieelunaljali",1908,"Estonian","Estonia",1
"8755","meieelunaljali",1909,"Estonian","Estonia",1
"8756","meiehaal",1930,"Estonian","Estonia",1
"8757","meielastele",1908,"Estonian","Estonia",1
"8758","meieleht",2022,"Estonian","Estonia",1
"8759","meielehtrus",2022,"Russian","Estonia",1
"8760","meiemaaerali",1927,"Estonian","Estonia",1
"8761","memento",2021,"Estonian","Estonia",1
"8762","meri",1935,"Estonian","Estonia",1
"8763","metsaomaniku",2022,"Estonian","Estonia",1
"8764","miksjakuidas",2018,"Estonian","Estonia",1
"8765","missionarehksonnumed",1863,"Estonian","Estonia",1
"8766","missionilejummalar",1858,"Estonian","Estonia",1
"8767","mlhaldus",2016,"Estonian","Estonia",1
"8768","mlmetsaleht",2020,"Estonian","Estonia",1
"8769","mmterekool",2015,"Estonian","Estonia",1
"8770","mmterekool",2016,"Estonian","Estonia",1
"8771","mmtulesaarele",2016,"Estonian","Estonia",1
"8772","mmtulesaarele",2017,"Estonian","Estonia",1
"8773","mmtulesaarele",2019,"Estonian","Estonia",1
"8774","moistuleht",1933,"Estonian","Estonia",1
"8775","moistuleht",1935,"Estonian","Estonia",1
"8776","mulgisona",2022,"Estonian","Estonia",1
"8777","mustjalateataja",2022,"Estonian","Estonia",1
"8778","naistesona",1930,"Estonian","Estonia",1
"8779","naitusele",1907,"Estonian","Estonia",1
"8780","narvahaigla",2019,"Russian","Estonia",1
"8781","narvajoulujauusa",1937,"Estonian","Estonia",1
"8782","narvajoulunr",1933,"Estonian","Estonia",1
"8783","narvaooper",2017,"Estonian","Estonia",1
"8784","narvaooper",2018,"Estonian","Estonia",1
"8785","nazdorovje",2019,"Russian","Estonia",1
"8786","nelijaleht",2021,"Estonian","Estonia",1
"8787","nelipuhileht",1897,"Estonian","Estonia",1
"8788","nikolause",2016,"Estonian","Estonia",1
"8789","nikolause",2017,"Estonian","Estonia",1
"8790","nikolause",2021,"Estonian","Estonia",1
"8791","nole",1938,"Estonian","Estonia",1
"8792","nommeteatajakarro",1935,"Estonian","Estonia",1
"8793","noortekirjanikkudealbum",1908,"Estonian","Estonia",1
"8794","noortekotkaste",1937,"Estonian","Estonia",1
"8795","noovalla",2022,"Estonian","Estonia",1
"8796","novvsbornik",1928,"Russian","Estonia",1
"8797","novvsbornik",1929,"Russian","Estonia",1
"8798","novvsbornik",1930,"Russian","Estonia",1
"8799","novvsbornik",1932,"Russian","Estonia",1
"8800","novvsbornik",1933,"Russian","Estonia",1
"8801","novvsbornik",1935,"Russian","Estonia",1
"8802","nuperformance",2018,"Estonian","Estonia",1
"8803","nuperformance",2020,"Estonian","Estonia",1
"8804","oigusteadline",1914,"Estonian","Estonia",1
"8805","olevikulile",1881,"Estonian","Estonia",1
"8806","olewik",1881,"Estonian","Estonia",1
"8807","omamaakaitse",2018,"Estonian","Estonia",1
"8808","omamaakasitoo",1907,"Estonian","Estonia",1
"8809","omamaatrt",1891,"Estonian","Estonia",1
"8810","omavaldkernu",2015,"Estonian","Estonia",1
"8811","onnewalaja",1908,"Estonian","Estonia",1
"8812","opsik",2017,"Estonian","Estonia",1
"8813","opsik",2018,"Estonian","Estonia",1
"8814","orukandi",2019,"Estonian","Estonia",1
"8815","orukandi",2020,"Estonian","Estonia",1
"8816","padiseteataja",2012,"Estonian","Estonia",1
"8817","paidevalla",2011,"Estonian","Estonia",1
"8818","palamusevallateataja",2011,"Estonian","Estonia",1
"8819","palateataja",2017,"Estonian","Estonia",1
"8820","parnuffhaal",2017,"Estonian","Estonia",1
"8821","parnuffhaal",2018,"Estonian","Estonia",1
"8822","parnuffhaal",2019,"Estonian","Estonia",1
"8823","parnuffhaal",2021,"Estonian","Estonia",1
"8824","pealinnateatajajoululi",1916,"Estonian","Russia",1
"8825","pealinnateatajalisa",1917,"Estonian","Russia",1
"8826","peterburiteataja",2013,"Estonian","Russia",1
"8827","pirita",2022,"Estonian","Estonia",1
"8828","pmarupahe",2016,"Estonian","Estonia",1
"8829","pmarupahe",2017,"Estonian","Estonia",1
"8830","pohhomme",2020,"Estonian","Estonia",1
"8831","pohhomme",2021,"Estonian","Estonia",1
"8832","pohjanaeltartu",1929,"Estonian","Estonia",1
"8833","pohjataht",2014,"Estonian","Estonia",1
"8834","pohjatuul",1936,"Estonian","Estonia",1
"8835","pohsuvi",2017,"Estonian","Estonia",1
"8836","pohsuvi",2018,"Estonian","Estonia",1
"8837","pohsuvi",2019,"Estonian","Estonia",1
"8838","pohsuvi",2021,"Estonian","Estonia",1
"8839","pohtalv",2015,"Estonian","Estonia",1
"8840","pohtalv",2018,"Estonian","Estonia",1
"8841","pohtalv",2019,"Estonian","Estonia",1
"8842","pohtalv",2021,"Estonian","Estonia",1
"8843","pollumees",1908,"Estonian","Estonia",1
"8844","pollumees",1911,"Estonian","Estonia",1
"8845","pollumehehaal",1932,"Estonian","Estonia",1
"8846","pollumehele",1932,"Estonian","Estonia",1
"8847","pollumehele",1934,"Estonian","Estonia",1
"8848","pollumehele",1935,"Estonian","Estonia",1
"8849","pollumehele",1936,"Estonian","Estonia",1
"8850","pollumehele",1937,"Estonian","Estonia",1
"8851","pollumehele",1938,"Estonian","Estonia",1
"8852","pollumehele",1939,"Estonian","Estonia",1
"8853","poltsamaa",2017,"Estonian","Estonia",1
"8854","portlandi",2016,"Estonian","United States",1
"8855","portlandieestlaste",2015,"Estonian","United States",1
"8856","postimehelobuli",1889,"Estonian","Estonia",1
"8857","postimehelobuli",1890,"Estonian","Estonia",1
"8858","postimehelobuli",1892,"Estonian","Estonia",1
"8859","postimehelobuli",1893,"Estonian","Estonia",1
"8860","ppmkrihvel",2019,"Estonian","Estonia",1
"8861","puhjavalla",2011,"Estonian","Estonia",1
"8862","punanetaht",1958,"Estonian","Estonia",1
"8863","pyhalepateataja",2015,"Estonian","Estonia",1
"8864","raasiku",2017,"Estonian","Estonia",1
"8865","raekulasonumid",2021,"Estonian","Estonia",1
"8866","rahvahaalmans",1907,"Estonian","Estonia",1
"8867","rahvahaalmans",1911,"Estonian","Estonia",1
"8868","rahvahaalmos",1942,"Estonian","Russia",1
"8869","rahvahuvi",1934,"Estonian","Estonia",1
"8870","rahvahuvi",1935,"Estonian","Estonia",1
"8871","rahvahuvi",1936,"Estonian","Estonia",1
"8872","rahvapiduline",1924,"Estonian","Estonia",1
"8873","rahvapiduline",1925,"Estonian","Estonia",1
"8874","rahvapiduline",1926,"Estonian","Estonia",1
"8875","rahvapiduline",1927,"Estonian","Estonia",1
"8876","rahvusvoitlus",1932,"Estonian","Estonia",1
"8877","rahwalehtpriiuse",1894,"Estonian","Estonia",1
"8878","raikkulavalla",2011,"Estonian","Estonia",1
"8879","railbaltic",2018,"Estonian","Estonia",1
"8880","railbaltic",2022,"Estonian","Estonia",1
"8881","rakvereuus",1928,"Estonian","Estonia",1
"8882","randlaneuus",1995,"Estonian","Estonia",1
"8883","randlaneuus",1997,"Estonian","Estonia",1
"8884","randlaneuus",1998,"Estonian","Estonia",1
"8885","randlaneuus",1999,"Estonian","Estonia",1
"8886","randlaneuus",2010,"Estonian","Estonia",1
"8887","reaalipoiss",1997,"Estonian","Estonia",1
"8888","revelskojeslovo",1916,"Russian","Estonia",1
"8889","revuu",1933,"Estonian","Estonia",1
"8890","rikkariigi",1990,"Estonian","Estonia",1
"8891","ristirahwalisa",1881,"Estonian","Estonia",1
"8892","ristirahwalisa",1888,"Estonian","Estonia",1
"8893","ristirahwasonumi",1905,"Estonian","Estonia",1
"8894","rotala",2009,"Estonian","Estonia",1
"8895","rukkilill",2020,"Estonian","Estonia",1
"8896","rukkilill",2021,"Estonian","Estonia",1
"8897","saartejoulud",2015,"Estonian","Estonia",1
"8898","saartejoulud",2016,"Estonian","Estonia",1
"8899","saartejoulud",2017,"Estonian","Estonia",1
"8900","saartejoulud",2018,"Estonian","Estonia",1
"8901","saartejoulud",2019,"Estonian","Estonia",1
"8902","saartejoulud",2020,"Estonian","Estonia",1
"8903","saartejoulud",2021,"Estonian","Estonia",1
"8904","sadameestimaa",1935,"Estonian","Estonia",1
"8905","sakstemats",1908,"Estonian","Estonia",1
"8906","saktervise",2018,"Estonian","Estonia",1
"8907","sakusonumid",2022,"Estonian","Estonia",1
"8908","salmesonumid",2018,"Estonian","Estonia",1
"8909","salmesonumid",2022,"Estonian","Estonia",1
"8910","seltsisonumid",2018,"Estonian","Estonia",1
"8911","severnoezavtra",2020,"Russian","Estonia",1
"8912","severnoezavtra",2021,"Russian","Estonia",1
"8913","severnojeextra",2022,"Russian","Estonia",1
"8914","severnojeleto",2017,"Russian","Estonia",1
"8915","severnojeleto",2018,"Russian","Estonia",1
"8916","severnojeleto",2019,"Russian","Estonia",1
"8917","severnojeleto",2020,"Russian","Estonia",1
"8918","severnojeleto",2021,"Russian","Estonia",1
"8919","severnojezima",2015,"Russian","Estonia",1
"8920","severnojezima",2018,"Russian","Estonia",1
"8921","severnojezima",2019,"Russian","Estonia",1
"8922","severnojezima",2021,"Russian","Estonia",1
"8923","sevodnjavohoditutrom",1938,"Russian","Latvia",1
"8924","signaalew",1935,"Estonian","Estonia",1
"8925","signalliteraturnaja",1927,"Russian","Estonia",1
"8926","siidisellid",1937,"Estonian","Estonia",1
"8927","siil",1907,"Estonian","Estonia",1
"8928","sireen",1936,"Estonian","Estonia",1
"8929","snastupajushimdd",2015,"Russian","Estonia",1
"8930","sona",1909,"Estonian","Estonia",1
"8931","sonda",2008,"Estonian","Estonia",1
"8932","sonda",2010,"Estonian","Estonia",1
"8933","sonda",2013,"Estonian","Estonia",1
"8934","sonumedtapa",2006,"Estonian","Estonia",1
"8935","sonumedtapa",2022,"Estonian","Estonia",1
"8936","sotsiaaldemokraatuus",2019,"Estonian","Estonia",1
"8937","sotsiaaldemokratuus",2019,"Russian","Estonia",1
"8938","spordiring",1934,"Estonian","Estonia",1
"8939","statistikateataja",1989,"Estonian","Estonia",1
"8940","supilinnatirin",2003,"Estonian","Estonia",1
"8941","supilinnatirin",2004,"Estonian","Estonia",1
"8942","supilinnatirin",2005,"Estonian","Estonia",1
"8943","supilinnatirin",2006,"Estonian","Estonia",1
"8944","supilinnatirin",2007,"Estonian","Estonia",1
"8945","supilinnatirin",2008,"Estonian","Estonia",1
"8946","supilinnatirin",2009,"Estonian","Estonia",1
"8947","supilinnatirin",2010,"Estonian","Estonia",1
"8948","supilinnatirin",2011,"Estonian","Estonia",1
"8949","supilinnatirin",2012,"Estonian","Estonia",1
"8950","supilinnatirin",2013,"Estonian","Estonia",1
"8951","supilinnatirin",2014,"Estonian","Estonia",1
"8952","supilinnatirin",2015,"Estonian","Estonia",1
"8953","supilinnatirin",2016,"Estonian","Estonia",1
"8954","supilinnatirin",2017,"Estonian","Estonia",1
"8955","supilinnatirin",2018,"Estonian","Estonia",1
"8956","supilinnatirin",2019,"Estonian","Estonia",1
"8957","supilinnatirin",2020,"Estonian","Estonia",1
"8958","supilinnatirin",2021,"Estonian","Estonia",1
"8959","svobodnojeslovosoldata",1918,"Russian","Estonia",1
"8960","sydlivlandischeranzeiger",1914,"German","Estonia",1
"8961","sydneyeestievluthusu",1935,"Estonian","Australia",1
"8962","sydneyeestievluthusu",1936,"Estonian","Australia",1
"8963","sygise",1907,"Estonian","Estonia",1
"8964","tabularasa",2021,"Estonian","Estonia",1
"8965","talguline",2017,"Estonian","Estonia",1
"8966","talguline",2018,"Estonian","Estonia",1
"8967","talguline",2019,"Estonian","Estonia",1
"8968","talguline",2021,"Estonian","Estonia",1
"8969","tallinnauudised",1918,"Estonian","Estonia",1
"8970","tallorahvak",1827,"Estonian","Estonia",1
"8971","tankla",2019,"Estonian","Estonia",1
"8972","tapaskievesti",2022,"Russian","Estonia",1
"8973","tapasona",1931,"Estonian","Estonia",1
"8974","tartunaituseteat",1933,"Estonian","Estonia",1
"8975","tartunaituseteat",1938,"Estonian","Estonia",1
"8976","teadusjatehnika",1934,"Estonian","Estonia",1
"8977","teejuhtkarskusele",1892,"Estonian","Estonia",1
"8978","tervis",1902,"Estonian","Estonia",1
"8979","thebalticenglish",2012,"English","Estonia",1
"8980","thebalticsuomeksi",2010,"Estonian","Estonia",1
"8981","thebalticsuomeksi",2012,"Estonian","Estonia",1
"8982","theeasterntimes",1924,"English","Estonia",1
"8983","tooerakonnateataja",1932,"Estonian","Estonia",1
"8984","toolisteaeg",1930,"Estonian","Estonia",1
"8985","tootsiteataja",2009,"Estonian","Estonia",1
"8986","torvasonumid",2017,"Estonian","Estonia",1
"8987","tostamaa",2001,"Estonian","Estonia",1
"8988","tsenter",2018,"Estonian","Estonia",1
"8989","tuletorn",1935,"Estonian","Estonia",1
"8990","turiuudisleht",1932,"Estonian","Estonia",1
"8991","tuuletallajad",1937,"Estonian","Estonia",1
"8992","udevasovhoosi",1989,"Estonian","Estonia",1
"8993","uhinemislehtpoltsamaa",2016,"Estonian","Estonia",1
"8994","uhinemislehtpoltsamaa",2017,"Estonian","Estonia",1
"8995","uhistransport",2020,"Estonian","Estonia",1
"8996","uhistransportrus",2020,"Russian","Estonia",1
"8997","uhistuleht",2021,"Estonian","Estonia",1
"8998","uhistulehtrus",2015,"Russian","Estonia",1
"8999","uhistulehtrus",2021,"Russian","Estonia",1
"9000","uitsainusmulgi",2022,"Estonian","Estonia",1
"9001","uksleht",2015,"Estonian","Estonia",1
"9002","ulak",1910,"Estonian","Estonia",1
"9003","urvastekirik",2017,"Estonian","Estonia",1
"9004","urvastekirik",2018,"Estonian","Estonia",1
"9005","urvastekirik",2019,"Estonian","Estonia",1
"9006","urvastekirik",2020,"Estonian","Estonia",1
"9007","uudnelinn",1934,"Estonian","Estonia",1
"9008","uudnelinn",1936,"Estonian","Estonia",1
"9009","uudnelinn",1937,"Estonian","Estonia",1
"9010","uusaastapoliitiline",1934,"Estonian","Estonia",1
"9011","uusaastapoliitiline",1936,"Estonian","Estonia",1
"9012","uusaastapoliitiline",1937,"Estonian","Estonia",1
"9013","uusaeg",1898,"Estonian","Estonia",1
"9014","uusaegametyhingute",1901,"Estonian","Estonia",1
"9015","uusrahvale",1907,"Estonian","Estonia",1
"9016","vaatsa",2004,"Estonian","Estonia",1
"9017","vabaeestipb",1918,"Estonian","Russia",1
"9018","vabasonajaakson",1906,"Estonian","Estonia",1
"9019","vabavark",2017,"Estonian","Estonia",1
"9020","vallaelu",2017,"Estonian","Estonia",1
"9021","vallakareda",2008,"Estonian","Estonia",1
"9022","vallateataja",2017,"Estonian","Estonia",1
