"","keyid","year","language","country","n"
"1359","estdagbladet",1972,"Estonian","Sweden",100
"1360","estdagbladet",1973,"Estonian","Sweden",100
"1361","estdagbladet",1975,"Estonian","Sweden",100
"1362","estdagbladet",1977,"Estonian","Sweden",100
"1363","estdagbladet",1979,"Estonian","Sweden",100
"1364","estdagbladet",1981,"Estonian","Sweden",100
"1365","estdagbladet",1984,"Estonian","Sweden",100
"1366","estdagbladet",1988,"Estonian","Sweden",100
"1367","estdagbladet",1991,"Estonian","Sweden",100
"1368","estdagbladet",1992,"Estonian","Sweden",100
"1369","estdagbladet",1993,"Estonian","Sweden",100
"1370","estdagbladet",1994,"Estonian","Sweden",100
"1371","jarvateatajaew",1926,"Estonian","Estonia",100
"1372","kajapolitik",1908,"Estonian","Estonia",100
"1373","laaneeluew",1935,"Estonian","Estonia",100
"1374","laaneeluew",1937,"Estonian","Estonia",100
"1375","lounaeesti",1923,"Estonian","Estonia",100
"1376","lounaeesti",1927,"Estonian","Estonia",100
"1377","maameesvabamaali",1933,"Estonian","Estonia",100
"1378","mehhanisaatorpaasvere",1953,"Estonian","Estonia",100
"1379","meiemaaew",1922,"Estonian","Estonia",100
"1380","meiemaaew",1923,"Estonian","Estonia",100
"1381","olewik",1912,"Estonian","Estonia",100
"1382","paidetraktorist",1953,"Estonian","Estonia",100
"1383","parnumaateataja",1924,"Estonian","Estonia",100
"1384","parnumaateataja",1926,"Estonian","Estonia",100
"1385","parnumaateataja",1928,"Estonian","Estonia",100
"1386","pealinnateataja",1937,"Estonian","Estonia",100
"1387","pealinnateated",1910,"Estonian","Russia",100
"1388","pernau",1865,"German","Estonia",100
"1389","rahvahaalingalt",1930,"Estonian","Estonia",100
"1390","rahvalehttollasepp",1909,"Estonian","Estonia",100
"1391","saaremaa",1921,"Estonian","Estonia",100
"1392","saaremaa",1923,"Estonian","Estonia",100
"1393","saaremaa",1926,"Estonian","Estonia",100
"1394","saaremaa",1927,"Estonian","Estonia",100
"1395","sadelasteleht",1968,"Estonian","Estonia",100
"1396","sona",1907,"Estonian","Estonia",100
"1397","tallinnateataja",1918,"Estonian","Estonia",100
"1398","tartuteataja",1926,"Estonian","Estonia",100
"1399","teatajakaja",1926,"Estonian","Estonia",100
"1400","teekommunismilevihula",1953,"Estonian","Estonia",100
"1401","vabaeestlane",1953,"Estonian","Canada",100
"1402","vabaeestlane",1955,"Estonian","Canada",100
"1403","vabaeestlane",1960,"Estonian","Canada",100
"1404","vabaeestlane",1961,"Estonian","Canada",100
"1405","vabaeestlane",1962,"Estonian","Canada",100
"1406","vabaeestlane",1963,"Estonian","Canada",100
"1407","vabaeestlane",1964,"Estonian","Canada",100
"1408","valgamaalane",2007,"Estonian","Estonia",100
"1409","valiuudised",2017,"Estonian","Estonia",100
"1410","valiuudised",2018,"Estonian","Estonia",100
"1411","viljanditeataja",1911,"Estonian","Estonia",100
"1412","viljanditeataja",1912,"Estonian","Estonia",100
"1413","virumaavana",1926,"Estonian","Estonia",100
"1414","virumaavana",1944,"Estonian","Estonia",100
"1415","woruteataja",1916,"Estonian","Estonia",100
"1416","eestiteatajastock",1946,"Estonian","Sweden",99
"1417","eestiteatajastock",1947,"Estonian","Sweden",99
"1418","eestiteatajastock",1948,"Estonian","Sweden",99
"1419","hiiuleht",2009,"Estonian","Estonia",99
"1420","hiiuteataja",1936,"Estonian","Estonia",99
"1421","koitepl",1907,"Estonian","Estonia",99
"1422","korgeagrotehnika",1953,"Estonian","Estonia",99
"1423","laaneeluew",1933,"Estonian","Estonia",99
"1424","laaneeluew",1934,"Estonian","Estonia",99
"1425","laaneeluew",1936,"Estonian","Estonia",99
"1426","linnalehttvene",2006,"Russian","Estonia",99
"1427","olewik",1905,"Estonian","Estonia",99
"1428","olewik",1913,"Estonian","Estonia",99
"1429","pealinnateataja",1934,"Estonian","Estonia",99
"1430","rahvahaalingalt",1934,"Estonian","Estonia",99
"1431","saaremaa",1922,"Estonian","Estonia",99
"1432","saaremaa",1925,"Estonian","Estonia",99
"1433","sauetraktorist",1952,"Estonian","Estonia",99
"1434","uhendus",1926,"Estonian","Estonia",99
"1435","vabaeestlane",1959,"Estonian","Canada",99
"1436","virulane",1926,"Estonian","Estonia",99
"1437","estdagbladet",1976,"Estonian","Sweden",98
"1438","estdagbladet",1978,"Estonian","Sweden",98
"1439","estdagbladet",1980,"Estonian","Sweden",98
"1440","haal",1910,"Estonian","Estonia",98
"1441","helmetraktorist",1953,"Estonian","Estonia",98
"1442","hiiuteataja",1935,"Estonian","Estonia",98
"1443","kajapolitik",1907,"Estonian","Estonia",98
"1444","livzeitung",1853,"Russian","Latvia",98
"1445","maahaal",1940,"Estonian","Estonia",98
"1446","noukogunepatriootrapina",1952,"Estonian","Estonia",98
"1447","punanetaht",1962,"Estonian","Estonia",98
"1448","rahvahaalingalt",1928,"Estonian","Estonia",98
"1449","saaremaateataja",1930,"Estonian","Estonia",98
"1450","sadekadrina",1953,"Estonian","Estonia",98
"1451","sotsialismiteeaudru",1953,"Estonian","Estonia",98
"1452","spordileht",1959,"Estonian","Estonia",98
"1453","uudised",1905,"Estonian","Estonia",98
"1454","uudisleht",1928,"Estonian","Estonia",98
"1455","vabaeestlane",1996,"Estonian","Canada",98
"1456","viljandiuudised",1928,"Estonian","Estonia",98
"1457","edasivene",1929,"Estonian","Russia",97
"1458","hiiuleht",2011,"Estonian","Estonia",97
"1459","kajapolitik",1909,"Estonian","Estonia",97
"1460","kajapolitik",1910,"Estonian","Estonia",97
"1461","koit",2008,"Estonian","Estonia",97
"1462","loovtooambla",1952,"Estonian","Estonia",97
"1463","lounaeesti",1926,"Estonian","Estonia",97
"1464","noukogudeagrotehnikapolva",1953,"Estonian","Estonia",97
"1465","saaremaa",1920,"Estonian","Estonia",97
"1466","vabaeestlane",1965,"Estonian","Canada",97
"1467","vabaeestlane",1966,"Estonian","Canada",97
"1468","vabaeestlane",1967,"Estonian","Canada",97
"1469","vabaeestlane",1971,"Estonian","Canada",97
"1470","vabaeestlane",1972,"Estonian","Canada",97
"1471","vabaeestlane",1976,"Estonian","Canada",97
"1472","vabaeestlane",1980,"Estonian","Canada",97
"1473","vabaeestlane",1982,"Estonian","Canada",97
"1474","vabaeestlane",1986,"Estonian","Canada",97
"1475","vabaeestlane",1988,"Estonian","Canada",97
"1476","vabaeestlane",1991,"Estonian","Canada",97
"1477","vabaeestlane",1992,"Estonian","Canada",97
"1478","vabaeestlane",1998,"Estonian","Canada",97
"1479","vooremaa",2007,"Estonian","Estonia",97
"1480","walgus",1883,"Estonian","Estonia",97
"1481","AKriigiteataja",1919,"Estonian","Estonia",96
"1482","eestipost",1947,"Estonian","Germany",96
"1483","hiiuteataja",1934,"Estonian","Estonia",96
"1484","kiirpoltsamaa",1962,"Estonian","Estonia",96
"1485","kolhoositode",1952,"Estonian","Estonia",96
"1486","laaneeluew",1930,"Estonian","Estonia",96
"1487","lounaeesti",1922,"Estonian","Estonia",96
"1488","noukogunepatriootrapina",1953,"Estonian","Estonia",96
"1489","pernausche",1899,"German","Estonia",96
"1490","saarlaneew",1909,"Estonian","Estonia",96
"1491","saarlaneew",1910,"Estonian","Estonia",96
"1492","sauetraktorist",1953,"Estonian","Estonia",96
"1493","stalinlikvoit",1952,"Estonian","Estonia",96
"1494","uudistevesteosa",1905,"Estonian","Estonia",96
"1495","vabadus",1907,"Estonian","Estonia",96
"1496","vabaeestlane",1969,"Estonian","Canada",96
"1497","vabaeestlane",1970,"Estonian","Canada",96
"1498","vabaeestlane",1973,"Estonian","Canada",96
"1499","vabaeestlane",1974,"Estonian","Canada",96
"1500","vabaeestlane",1977,"Estonian","Canada",96
"1501","vabaeestlane",1978,"Estonian","Canada",96
"1502","vabaeestlane",1979,"Estonian","Canada",96
"1503","vabaeestlane",1983,"Estonian","Canada",96
"1504","vabaeestlane",1984,"Estonian","Canada",96
"1505","vabaeestlane",1985,"Estonian","Canada",96
"1506","vabaeestlane",1987,"Estonian","Canada",96
"1507","vabaeestlane",1989,"Estonian","Canada",96
"1508","vabaeestlane",1990,"Estonian","Canada",96
"1509","vabaeestlane",1993,"Estonian","Canada",96
"1510","vabaeestlane",1994,"Estonian","Canada",96
"1511","vabaeestlane",1995,"Estonian","Canada",96
"1512","vabaeestlane",1997,"Estonian","Canada",96
"1513","vabaeestlane",2000,"Estonian","Canada",96
"1514","vabaeestlane",2001,"Estonian","Canada",96
"1515","meiekodumaa",1909,"Estonian","Estonia",95
"1516","noukogudesodur",1948,"Estonian","Estonia",95
"1517","saarem",1916,"Estonian","Estonia",95
"1518","saarlaneew",1908,"Estonian","Estonia",95
"1519","sakalaew",1905,"Estonian","Estonia",95
"1520","stahhaanovlane",1953,"Estonian","Estonia",95
"1521","vabaeestlane",1999,"Estonian","Canada",95
"1522","valgateatajaew",1944,"Estonian","Estonia",95
"1523","deutschezeitung",1934,"German","Estonia",94
"1524","haal",1909,"Estonian","Estonia",94
"1525","kureteataja",1918,"Estonian","Estonia",94
"1526","maatln",1926,"Estonian","Estonia",94
"1527","revelskojeslovo",1919,"Russian","Estonia",94
"1528","sotsialdemokratesu",1917,"Estonian","Estonia",94
"1529","spordileht",1962,"Estonian","Estonia",94
"1530","vorumaa",1923,"Estonian","Estonia",94
"1531","eestipostimees",1905,"Estonian","Estonia",93
"1532","eluvoruvalgapetseri",1940,"Estonian","Estonia",93
"1533","jarvateatajaew",1940,"Estonian","Estonia",93
"1534","kiir",1913,"Estonian","Russia",93
"1535","kodumaa",1906,"Estonian","Estonia",93
"1536","laaneeluew",1940,"Estonian","Estonia",93
"1537","otepaateatajaew",1944,"Estonian","Estonia",93
"1538","parnumaateataja",1940,"Estonian","Estonia",93
"1539","rahueest",1953,"Estonian","Estonia",93
"1540","sakalaew",1904,"Estonian","Estonia",93
"1541","stahhaanovlikkivioli",1951,"Estonian","Estonia",93
"1542","tartumaateataja",1940,"Estonian","Estonia",93
"1543","teatajakaja",1940,"Estonian","Estonia",93
"1544","vabaeestlane",1968,"Estonian","Canada",93
"1545","koitepl",1916,"Estonian","Estonia",92
"1546","uusrahvahaal",1927,"Estonian","Estonia",92
"1547","vabaeestlane",1975,"Estonian","Canada",92
"1548","vabaeestlane",1981,"Estonian","Canada",92
"1549","kolhoositode",1953,"Estonian","Estonia",91
"1550","loovtooambla",1953,"Estonian","Estonia",91
"1551","voitlevsona",1961,"Estonian","Estonia",91
"1552","haal",1914,"Estonian","Estonia",90
"1553","koitepl",1906,"Estonian","Estonia",90
"1554","omamaa",1940,"Estonian","Estonia",90
"1555","revalschezeitung",1887,"Estonian","Estonia",90
"1556","vestidnja",1926,"Russian","Estonia",90
"1557","koit",2007,"Estonian","Estonia",89
"1558","postimeesew",1908,"Estonian","Estonia",89
"1559","punanevirumaa",1941,"Estonian","Estonia",89
"1560","uudistevesteosa",1904,"Estonian","Estonia",89
"1561","vorumaateatajaew",1944,"Estonian","Estonia",89
"1562","koitepl",1927,"Estonian","Estonia",88
"1563","narvapostimees",1927,"Estonian","Estonia",88
"1564","pohjakodu",1940,"Estonian","Estonia",88
"1565","sakalaew",1941,"Estonian","Estonia",88
"1566","spordileht",1960,"Estonian","Estonia",88
"1567","uhistoo",1962,"Estonian","Estonia",87
"1568","kodumaalisa",1906,"Estonian","Estonia",86
"1569","linnalehtt",2009,"Estonian","Estonia",85
"1570","eestipost",1948,"Estonian","Germany",84
"1571","juturaamatrahvale",1934,"Estonian","Estonia",84
"1572","kajaparnu",1920,"Estonian","Estonia",84
"1573","uudisljutuli",1940,"Estonian","Estonia",84
"1574","haal",1913,"Estonian","Estonia",83
"1575","jarvamaa",1932,"Estonian","Estonia",83
"1576","meieelu",1908,"Estonian","Estonia",83
"1577","tapasonumedrohusaar",1931,"Estonian","Estonia",83
"1578","uusrada",1944,"Estonian","",83
"1579","vorumaaelu",1926,"Estonian","Estonia",83
"1580","linnalehttrt",2007,"Estonian","Estonia",82
"1581","linnalehttvene",2009,"Russian","Estonia",82
"1582","omasaar",2010,"Estonian","Estonia",82
"1583","traktoristihaal",1951,"Estonian","Estonia",82
"1584","haal",1908,"Estonian","Estonia",81
"1585","juturaamatrahvale",1933,"Estonian","Estonia",81
"1586","oktoobrivoit",1951,"Estonian","Estonia",81
"1587","voitlevsona",1956,"Estonian","Estonia",81
"1588","raplanovaator",1951,"Estonian","Estonia",80
"1589","vorumaa",1922,"Estonian","Estonia",80
"1590","saaremaateataja",1931,"Estonian","Estonia",79
"1591","rahvahaalingalt",1933,"Estonian","Estonia",78
"1592","saarlaneew",1907,"Estonian","Estonia",78
"1593","ekmteataja",1862,"Russian","Estonia",77
"1594","maaparnu",1929,"Estonian","Estonia",77
"1595","noorus",1906,"Estonian","Estonia",77
"1596","parnumaaajale",1926,"Estonian","Estonia",77
"1597","tartukommunist",1940,"Estonian","Estonia",77
"1598","uuselu",1941,"Estonian","Estonia",77
"1599","lounaeesti",1924,"Estonian","Estonia",76
"1600","meiemaaew",1919,"Estonian","Estonia",76
"1601","postimeesew",1946,"Estonian","Estonia",76
"1602","punanetaht",1987,"Estonian","Estonia",76
"1603","uhistoo",1987,"Estonian","Estonia",76
"1604","vabamaaparnu",1920,"Estonian","Estonia",76
"1605","linnateataja",1941,"Estonian","Estonia",75
"1606","meiemaa",2015,"Estonian","Estonia",75
"1607","rahvasonaparnu",1928,"Estonian","Estonia",75
"1608","saarem",1915,"Estonian","Estonia",75
"1609","sotsialismiteeaudru",1951,"Estonian","Estonia",75
"1610","uudisleht",1930,"Estonian","Estonia",75
"1611","alutaguseelu",1933,"Estonian","Estonia",74
"1612","haal",1907,"Estonian","Estonia",74
"1613","livzeitung",1908,"Russian","Latvia",74
"1614","stockholmstid",1959,"Estonian","Sweden",74
"1615","uhistoo",1965,"Estonian","Estonia",74
"1616","otepaateatajaew",1941,"Estonian","Estonia",72
"1617","pohjaeesti",1934,"Estonian","Estonia",72
"1618","spordileht",1961,"Estonian","Estonia",72
"1619","stahhaanovlane",1951,"Estonian","Estonia",72
"1620","uhendus",1924,"Estonian","Estonia",72
"1621","kajalile",1907,"Estonian","Estonia",71
"1622","tooline",1923,"Estonian","Estonia",71
"1623","utropravda",1917,"Russian","Estonia",71
"1624","korgeagrotehnika",1951,"Estonian","Estonia",70
"1625","punanetaht",1988,"Estonian","Estonia",70
"1626","viljandipostimees",1926,"Estonian","Estonia",70
"1627","vorumaateatajaew",1941,"Estonian","Estonia",70
"1628","harjuelu",2008,"Estonian","Estonia",69
"1629","stalinlikvoit",1951,"Estonian","Estonia",69
"1630","stalinlikvoit",1953,"Estonian","Estonia",69
"1631","tapasonumed",1932,"Estonian","Estonia",69
"1632","vabadus",1908,"Estonian","Estonia",69
"1633","valgateatajaew",1941,"Estonian","Estonia",69
"1634","maatamees",1917,"Estonian","Estonia",68
"1635","noukogudesodur",1956,"Estonian","Estonia",68
"1636","poltsamaateatajauus",2019,"Estonian","Estonia",68
"1637","saaremaateataja",1929,"Estonian","Estonia",68
"1638","uudisljutuli",1935,"Estonian","Estonia",68
"1639","meieelukirjli",1909,"Estonian","Estonia",67
"1640","sotsialdemokratesu",1918,"Estonian","Estonia",67
"1641","vabasona",1933,"Estonian","Estonia",67
"1642","noukogudeagrotehnikapolva",1951,"Estonian","Estonia",66
"1643","petseriteataja",1921,"Estonian","Russia",66
"1644","sauetraktorist",1951,"Estonian","Estonia",66
"1645","eestirahvuslik",1923,"Estonian","Estonia",65
"1646","uusaeg",1899,"Estonian","Estonia",65
"1647","kiirpost",1933,"Estonian","Estonia",64
"1648","saarem",1917,"Estonian","Estonia",64
"1649","uusrada",1941,"Estonian","",64
"1650","pealinnateataja",1933,"Estonian","Estonia",63
"1651","sade",1906,"Estonian","Estonia",63
"1652","sakala",2003,"Estonian","Estonia",63
"1653","svobodnojeslovosoldata",1917,"Russian","Estonia",63
"1654","uusaegjutuli",1901,"Estonian","Estonia",62
"1655","kirjjateadoiguse",1909,"Estonian","Estonia",61
"1656","linnalehtt",2010,"Estonian","Estonia",61
"1657","linnalehttvene",2010,"Russian","Estonia",61
"1658","pernausche",1915,"German","Estonia",61
"1659","tapasonumedrohusaar",1932,"Estonian","Estonia",61
"1660","uusaegjutuli",1903,"Estonian","Estonia",61
"1661","olewik",1904,"Estonian","Estonia",60
"1662","postimeesew",1887,"Estonian","Estonia",60
"1663","rahvahaalmos",1944,"Estonian","Russia",60
"1664","tallinnauudised",1919,"Estonian","Estonia",60
"1665","uhendus",1927,"Estonian","Estonia",60
"1666","virulane",1925,"Estonian","Estonia",60
"1667","walgus",1884,"Estonian","Estonia",60
"1668","eestispordileht",1932,"Estonian","Estonia",59
"1669","helmetraktorist",1951,"Estonian","Estonia",59
"1670","jarvateatajaew",1941,"Estonian","Estonia",59
"1671","eestipostimees",1903,"Estonian","Estonia",58
"1672","eestipostimeheohtusedk",1903,"Estonian","Estonia",58
"1673","kommunismikoit",1951,"Estonian","Estonia",58
"1674","paidetraktorist",1951,"Estonian","Estonia",58
"1675","rahueest",1951,"Estonian","Estonia",58
"1676","sona",1908,"Estonian","Estonia",58
"1677","sotsdemokraat",1919,"Estonian","Estonia",58
"1678","spordileht",1965,"Estonian","Estonia",58
"1679","virumaavana",1941,"Estonian","Estonia",58
"1680","voitlussots",1919,"Estonian","Estonia",58
"1681","ekmteataja",1886,"Russian","Estonia",57
"1682","maameesvabamaali",1932,"Estonian","Estonia",57
"1683","toehaal",1931,"Estonian","Estonia",57
"1684","traktoristisona",1951,"Estonian","Estonia",57
"1685","uhendus",1925,"Estonian","Estonia",57
"1686","viljandiuudised",1927,"Estonian","Estonia",57
"1687","edasivene",1934,"Estonian","Russia",56
"1688","eestiekspress",2014,"Estonian","Estonia",56
"1689","eestiteatajastock",1949,"Estonian","Sweden",56
"1690","haal",1915,"Estonian","Estonia",56
"1691","kajapolitik",1906,"Estonian","Estonia",56
"1692","kolhoositodemarjamaa",1962,"Estonian","Estonia",56
"1693","linnalehttrt",2009,"Estonian","Estonia",56
"1694","paevalehtew",1918,"Estonian","Estonia",56
"1695","parnupostimees",2022,"Estonian","Estonia",56
"1696","sotsialismivoit",1951,"Estonian","Estonia",56
"1697","virumaateataja",2022,"Estonian","Estonia",56
"1698","kolhoositode",1951,"Estonian","Estonia",55
"1699","lahedavalla",2016,"Estonian","Estonia",55
"1700","nashiposlednijeizvestija",1926,"Russian","Estonia",55
"1701","noukogudehiiumaa",1962,"Estonian","Estonia",55
"1702","pohjakodu",1941,"Estonian","Estonia",55
"1703","teekommunismilevihula",1951,"Estonian","Estonia",55
"1704","woruteataja",1914,"Estonian","Estonia",55
"1705","eestisojamees",1917,"Estonian","Estonia",54
"1706","noukogudeopetaja",1960,"Estonian","Estonia",54
"1707","postimeesew",1886,"Estonian","Estonia",54
"1708","rahvahaalingalt",1931,"Estonian","Estonia",54
"1709","sonumitooja",2014,"Estonian","Estonia",54
"1710","denzadnjom",2014,"Russian","Estonia",53
"1711","eestiekspress",2013,"Estonian","Estonia",53
"1712","eestikirikeelk",1936,"Estonian","Estonia",53
"1713","eestipostimees",1886,"Estonian","Estonia",53
"1714","eestipostimees",1894,"Estonian","Estonia",53
"1715","eestipostimees",1898,"Estonian","Estonia",53
"1716","eestipostimeheli",1894,"Estonian","Estonia",53
"1717","eestipostimeheohtusedk",1898,"Estonian","Estonia",53
"1718","ekmteataja",1856,"Russian","Estonia",53
"1719","ekmteataja",1892,"Russian","Estonia",53
"1720","ekmteataja",1901,"Russian","Estonia",53
"1721","ekmteataja",1904,"Russian","Estonia",53
"1722","ekmteataja",1906,"Russian","Estonia",53
"1723","ekmteataja",1909,"Russian","Estonia",53
"1724","ekmteataja",1910,"Russian","Estonia",53
"1725","ekmteataja",1915,"Russian","Estonia",53
"1726","esmaspaev",1928,"Estonian","Estonia",53
"1727","esmaspaev",1934,"Estonian","Estonia",53
"1728","esmaspaev",1937,"Estonian","Estonia",53
"1729","esmaspaev",1938,"Estonian","Estonia",53
"1730","harjuelu",2009,"Estonian","Estonia",53
"1731","harjuelu",2018,"Estonian","Estonia",53
"1732","jutuleht",1932,"Estonian","Estonia",53
"1733","jutuleht",1933,"Estonian","Estonia",53
"1734","jutuleht",1935,"Estonian","Estonia",53
"1735","jutuleht",1936,"Estonian","Estonia",53
"1736","krattsatiirile",1928,"Estonian","Estonia",53
"1737","krattsatiirile",1934,"Estonian","Estonia",53
"1738","kunstjakirjandus",1934,"Estonian","Estonia",53
"1739","laanehaal",1931,"Estonian","Estonia",53
"1740","lindaestpere",1903,"Estonian","Estonia",53
"1741","lounaleht",2017,"Estonian","Estonia",53
"1742","maaleht",2014,"Estonian","Estonia",53
"1743","noukogudeopetaja",1948,"Estonian","Estonia",53
"1744","noukogudeopetaja",1955,"Estonian","Estonia",53
"1745","noukogudeopetaja",1966,"Estonian","Estonia",53
"1746","noukogudeopetaja",1972,"Estonian","Estonia",53
"1747","noukogudeopetaja",1977,"Estonian","Estonia",53
"1748","olewik",1887,"Estonian","Estonia",53
"1749","perekonnale",1910,"Estonian","Estonia",53
"1750","pernau",1829,"German","Estonia",53
"1751","pernau",1840,"German","Estonia",53
"1752","pernau",1844,"German","Estonia",53
"1753","pernau",1849,"German","Estonia",53
"1754","pernau",1860,"German","Estonia",53
"1755","pernopostimees",1876,"Estonian","Estonia",53
"1756","pernopostimees",1883,"Estonian","Estonia",53
"1757","pernopostimees",1885,"Estonian","Estonia",53
"1758","pollutoole",1908,"Estonian","Estonia",53
"1759","poltsamaateataja",1927,"Estonian","Estonia",53
"1760","raadiole",1928,"Estonian","Estonia",53
"1761","raadiolehteestiraadio",1988,"Estonian","Estonia",53
"1762","raplamaasonumid",2020,"Estonian","Estonia",53
"1763","ristirahwa",1889,"Estonian","Estonia",53
"1764","ristirahwa",1895,"Estonian","Estonia",53
"1765","ristirahwa",1900,"Estonian","Estonia",53
"1766","ristirahwa",1909,"Estonian","Estonia",53
"1767","saarlaneew",1884,"Estonian","Estonia",53
"1768","saarlaneew",1902,"Estonian","Estonia",53
"1769","sadelasteleht",1948,"Estonian","Estonia",53
"1770","sakalalile",1892,"Estonian","Estonia",53
"1771","signaalensvauto",1969,"Estonian","Estonia",53
"1772","signal",1969,"Russian","Estonia",53
"1773","sirpjavasar",1949,"Estonian","Estonia",53
"1774","sirpjavasar",1954,"Estonian","Estonia",53
"1775","sirpjavasar",1958,"Estonian","Estonia",53
"1776","sirpjavasar",1960,"Estonian","Estonia",53
"1777","sirpjavasar",1965,"Estonian","Estonia",53
"1778","sirpjavasar",1966,"Estonian","Estonia",53
"1779","sirpjavasar",1971,"Estonian","Estonia",53
"1780","sirpjavasar",1976,"Estonian","Estonia",53
"1781","sirpjavasar",1988,"Estonian","Estonia",53
"1782","sonumitooja",2013,"Estonian","Estonia",53
"1783","tallinnapost",1933,"Estonian","Estonia",53
"1784","tallinnapost",1936,"Estonian","Estonia",53
"1785","tallinnasober",1881,"Estonian","Estonia",53
"1786","tallinnasober",1888,"Estonian","Estonia",53
"1787","tallinnasober",1892,"Estonian","Estonia",53
"1788","tallinnskiiruskiigolos",1933,"Russian","Estonia",53
"1789","targutalita",2020,"Estonian","Estonia",53
"1790","toohaal",1914,"Estonian","Estonia",53
"1791","uhisuudised",1932,"Estonian","Estonia",53
"1792","vabaeestisona",1953,"Estonian","United States",53
"1793","vabaeestisona",1958,"Estonian","United States",53
"1794","vabaeestisona",1964,"Estonian","United States",53
"1795","vabaeestisona",1970,"Estonian","United States",53
"1796","vabaeestisona",1976,"Estonian","United States",53
"1797","vabaeestisona",1999,"Estonian","United States",53
"1798","vabaeestisona",2003,"Estonian","United States",53
"1799","wabamaa",1938,"Estonian","Estonia",53
"1800","walgus",1888,"Estonian","Estonia",53
"1801","walgus",1892,"Estonian","Estonia",53
"1802","walgus",1898,"Estonian","Estonia",53
"1803","walgus",1901,"Estonian","Estonia",53
"1804","walgus",1905,"Estonian","Estonia",53
"1805","walguselisa",1898,"Estonian","Estonia",53
"1806","walguselisa",1901,"Estonian","Estonia",53
"1807","wirmalinepeterburi",1891,"Estonian","Estonia",53
"1808","wirulane",1885,"Estonian","Estonia",53
"1809","denzadnjom",2015,"Russian","Estonia",52
"1810","eestikirikeelk",1925,"Estonian","Estonia",52
"1811","eestikirikeelk",1926,"Estonian","Estonia",52
"1812","eestikirikeelk",1928,"Estonian","Estonia",52
"1813","eestikirikeelk",1929,"Estonian","Estonia",52
"1814","eestikirikeelk",1937,"Estonian","Estonia",52
"1815","eestikirikeelk",1938,"Estonian","Estonia",52
"1816","eestikirikeelk",1939,"Estonian","Estonia",52
"1817","eestipmlisa",1877,"Estonian","Estonia",52
"1818","eestipost",1949,"Estonian","Germany",52
"1819","eestipostimees",1864,"Estonian","Estonia",52
"1820","eestipostimees",1865,"Estonian","Estonia",52
"1821","eestipostimees",1867,"Estonian","Estonia",52
"1822","eestipostimees",1868,"Estonian","Estonia",52
"1823","eestipostimees",1870,"Estonian","Estonia",52
"1824","eestipostimees",1871,"Estonian","Estonia",52
"1825","eestipostimees",1872,"Estonian","Estonia",52
"1826","eestipostimees",1873,"Estonian","Estonia",52
"1827","eestipostimees",1874,"Estonian","Estonia",52
"1828","eestipostimees",1875,"Estonian","Estonia",52
"1829","eestipostimees",1876,"Estonian","Estonia",52
"1830","eestipostimees",1877,"Estonian","Estonia",52
"1831","eestipostimees",1879,"Estonian","Estonia",52
"1832","eestipostimees",1880,"Estonian","Estonia",52
"1833","eestipostimees",1881,"Estonian","Estonia",52
"1834","eestipostimees",1887,"Estonian","Estonia",52
"1835","eestipostimees",1889,"Estonian","Estonia",52
"1836","eestipostimees",1895,"Estonian","Estonia",52
"1837","eestipostimees",1896,"Estonian","Estonia",52
"1838","eestipostimees",1897,"Estonian","Estonia",52
"1839","eestipostimees",1899,"Estonian","Estonia",52
"1840","eestipostimees",1900,"Estonian","Estonia",52
"1841","eestipostimees",1901,"Estonian","Estonia",52
"1842","eestipostimeheli",1895,"Estonian","Estonia",52
"1843","eestipostimeheohtusedk",1896,"Estonian","Estonia",52
"1844","eestipostimeheohtusedk",1897,"Estonian","Estonia",52
"1845","eestipostimeheohtusedk",1899,"Estonian","Estonia",52
"1846","eestipostimeheohtusedk",1900,"Estonian","Estonia",52
"1847","eestipostimeheohtusedk",1901,"Estonian","Estonia",52
"1848","eestipostimeheohtusedk",1902,"Estonian","Estonia",52
"1849","ekmteataja",1853,"Russian","Estonia",52
"1850","ekmteataja",1854,"Russian","Estonia",52
"1851","ekmteataja",1857,"Russian","Estonia",52
"1852","ekmteataja",1858,"Russian","Estonia",52
"1853","ekmteataja",1890,"Russian","Estonia",52
"1854","ekmteataja",1894,"Russian","Estonia",52
"1855","ekmteataja",1898,"Russian","Estonia",52
"1856","ekmteataja",1900,"Russian","Estonia",52
"1857","ekmteataja",1903,"Russian","Estonia",52
"1858","ekmteataja",1905,"Russian","Estonia",52
"1859","ekmteataja",1907,"Russian","Estonia",52
"1860","ekmteataja",1908,"Russian","Estonia",52
"1861","ekmteataja",1911,"Russian","Estonia",52
"1862","ekmteataja",1912,"Russian","Estonia",52
"1863","ekmteataja",1913,"Russian","Estonia",52
"1864","ekmteataja",1914,"Russian","Estonia",52
"1865","ekmteataja",1916,"Russian","Estonia",52
"1866","esmaspaev",1923,"Estonian","Estonia",52
"1867","esmaspaev",1924,"Estonian","Estonia",52
"1868","esmaspaev",1925,"Estonian","Estonia",52
"1869","esmaspaev",1926,"Estonian","Estonia",52
"1870","esmaspaev",1927,"Estonian","Estonia",52
"1871","esmaspaev",1929,"Estonian","Estonia",52
"1872","esmaspaev",1930,"Estonian","Estonia",52
"1873","esmaspaev",1931,"Estonian","Estonia",52
"1874","esmaspaev",1932,"Estonian","Estonia",52
"1875","esmaspaev",1933,"Estonian","Estonia",52
